,bMF,bMM,bMJA,bMJB,surv,delay_f,m_growth,delay_j,mean_hatch,diff_hatch,P2,LHSresults
233,0.007687762,0.001853472,0.007398698,0.028444395,0.0002444,17.055,12.647,3.071,589,366,0.785,0.69
234,0.004752334,0.025536524,0.022415021,0.009242685,2.28E-05,3.869,13.331,2.273,529,275.6,0.603,0.02
235,0.011243679,0.01225468,0.022865563,0.002138523,0.0002228,16.523,1.361,14.129,212.2,218,0.981,0.06
236,0.008732953,0.00924718,0.010689204,0.009886891,3.72E-05,10.595,8.771,2.805,404.2,290,0.353,0.06
237,0.019999669,0.005575192,0.005823091,0.004113486,9.08E-05,12.609,5.693,19.943,459.4,166,0.757,0.02
238,0.01223564,0.006388858,0.006764926,0.043486963,6.60E-05,2.197,13.103,8.809,111.4,43.6,0.803,0.02
239,0.003902525,0.003826748,0.020306602,0.003622481,5.24E-05,12.267,18.347,1.703,350.2,343.6,0.397,0.48
240,0.012705534,0.01972706,0.021667827,0.01898819,0.0003572,11.431,16.295,12.647,332.2,59.6,0.825,0.1
241,0.012183591,0.005644492,0.024879154,0.015050243,0.0001964,12.457,18.917,16.447,341.8,217.2,0.555,0.1
242,0.014972568,0.006455278,0.001761311,0.00997431,0.0003764,11.355,3.489,14.737,255.4,190.8,0.663,0.16
243,0.010300553,0.002096415,0.025159384,0.011009362,0.0002892,17.777,8.429,17.055,506.2,90.8,0.919,0.26
244,0.01278426,0.000836902,0.012506756,0.005919379,6.76E-05,9.949,9.873,7.935,226.6,10,0.629,0.04
245,0.012444071,0.007634121,0.008286065,0.007326146,0.0003756,9.759,8.391,7.213,574.6,158,0.269,0.5
246,0.011532365,0.003467609,0.036762317,0.012258044,0.0002724,10.709,4.059,5.921,223,378,0.385,0.4
247,0.006720059,0.004784975,0.004437307,0.017956497,0.0002036,15.953,2.539,16.599,435.4,107.6,0.399,0.25
248,0.010791625,0.007178031,0.026047173,0.020971109,0.0002052,12.913,13.597,14.623,602.2,214,0.769,0.2
249,0.016078552,0.009790454,0.001267861,0.001231271,0.0003172,2.083,11.545,12.039,106.6,248.4,0.433,0.05
250,0.016011712,0.009314459,0.02636044,0.01261138,9.88E-05,6.415,17.131,16.713,569.8,389.2,0.303,0.03
251,0.012470163,0.022261676,0.000194946,0.017362665,6.36E-05,12.077,4.895,10.139,692.2,132.4,0.959,0.02
252,0.007092855,0.020547921,0.006843768,0.002573643,3.08E-05,5.389,7.631,17.511,469,387.6,0.187,0.02
253,0.007515193,0.016522779,0.038215609,0.028248488,0.0003228,6.833,3.261,7.593,137.8,270,0.189,0.18
254,0.01624796,0.004859412,0.004193831,0.034147033,0.0001676,11.241,15.535,12.381,351.4,194.8,0.815,0.09
255,0.021715799,0.003325016,0.042848774,0.02116958,0.0003972,1.627,2.995,19.145,195.4,358,0.809,0.05
256,0.011871396,0.00532978,0.015773474,0.009540895,0.0001108,15.269,17.283,7.479,455.8,200.4,0.095,0.19
257,0.022978311,0.004243239,0.005351989,0.017005515,0.0001828,1.399,13.825,3.337,409,322,0.259,0.32
258,0.020510764,0.007145394,0.008573629,0.025094522,0.0003724,6.187,18.765,2.159,431.8,101.2,0.281,0.61
259,0.012522378,0.010417999,0.035113556,0.00776382,5.20E-06,14.661,6.377,6.225,247,54,0.409,0.05
260,0.007645358,0.006288916,0.009627575,0.01566991,0.0003788,16.295,11.165,17.777,608.2,17.2,0.587,0.34
261,0.019153432,0.02886447,0.003136212,0.003992078,0.00011,4.705,7.327,11.051,297.4,242.8,0.251,0.02
262,0.011427641,0.018903274,0.010508278,0.006385539,0.0003892,5.427,3.299,11.203,419.8,90,0.061,0.24
263,0.014246647,0.004709888,0.01276149,0.012109014,0.0003396,11.811,11.735,15.915,687.4,351.6,0.941,0.28
264,0.013074454,0.020742492,0.007001739,0.032836331,8.92E-05,12.837,14.433,3.945,604.6,188.4,0.743,0.08
265,0.010764732,0.025727723,0.027536972,0.004985704,0.0003076,5.997,3.413,9.949,458.2,325.2,0.209,0.21
266,0.0094337,0.010775836,0.002538252,0.001021323,0.0003628,8.619,14.205,13.065,391,116.4,0.689,0.24
267,0.011480034,0.034276662,0.008204419,0.00218864,4.36E-05,7.061,17.853,9.417,248.2,110.8,0.907,0.02
268,0.037359789,0.050570878,0.035500163,0.03224127,3.48E-05,8.771,6.947,12.571,429.4,2.8,0.279,0.02
269,0.015431332,0.009012931,0.002633572,0.011336501,0.000202,13.825,18.955,15.383,148.6,227.6,0.057,0.03
270,0.013421421,0.013784543,0.010734707,0.027867567,0.0001668,15.497,9.303,18.651,689.8,154.8,0.351,0.09
271,0.02383752,0.010631828,0.016830461,0.011961363,0.0001604,4.021,1.513,7.137,369.4,20.4,0.283,0.05
272,0.013100973,0.007014706,0.004356452,0.012920831,0.0003404,14.851,18.195,16.067,328.6,154,0.349,0.17
273,0.01565277,0.0200815,0.017684776,0.002981321,0.0001012,4.173,2.387,7.897,541,122,0.591,0.04
274,0.015276154,0.012995283,0.014444787,0.010963125,0.0001148,11.735,4.781,19.677,291.4,41.2,0.461,0.02
275,0.00719146,0.010957588,0.04474177,0.001879321,1.24E-05,7.479,6.149,4.211,343,82,0.843,0.02
276,0.013340896,0.004441361,0.022525956,0.026802646,9.00E-05,6.567,15.231,11.659,179.8,56.4,0.261,0.02
277,0.018368604,0.025924288,0.01286456,0.017805319,0.0002804,4.591,14.357,5.351,410.2,263.6,0.885,0.15
278,0.015494086,0.024325881,0.001399887,0.009713173,0.0003188,19.981,3.793,10.481,499,220.4,0.635,0.16
279,0.015337939,0.005115345,0.030627186,0.014691738,0.00023,7.289,9.683,14.851,110.2,211.6,0.079,0.03
280,0.006077288,0.003227027,0.010195672,0.004394019,0.000238,8.353,4.439,18.499,521.8,231.6,0.339,0.37
281,0.012758001,0.020358045,0.009713988,0.000782397,0.00033,4.895,12.153,16.219,117.4,168.4,0.113,0.02
282,0.015400104,0.002508361,0.026520638,0.007089432,0.0001572,15.801,8.315,15.269,286.6,139.6,0.657,0.06
283,0.008088876,0.003739479,0.02230518,0.019239509,0.000206,17.245,16.637,7.099,304.6,114.8,0.407,0.33
284,0.007812268,0.010921078,0.019769002,0.026470658,0.0001436,13.027,3.147,14.243,667,198,0.183,0.19
285,0.014794358,0.015086283,0.00455808,0.012765319,4.00E-07,8.581,4.477,10.899,411.4,246.8,0.909,0.02
286,0.015184164,0.008384991,0.002820216,0.039680162,0.0001132,1.285,15.991,11.241,169,108.4,0.729,0.02
287,0.013719432,0.007601565,0.013072791,0.018109577,0.0002468,9.911,5.769,4.591,115,174.8,0.531,0.13
288,0.01286315,0.009653493,0.005391335,0.004631972,0.0003388,19.563,9.075,6.339,184.6,138.8,0.897,0.18
289,0.011636862,0.01128999,0.011765957,0.017435345,2.20E-05,19.259,10.215,19.297,103,163.6,0.623,0.02
290,0.019879137,0.010703681,0.018762143,0.007564231,0.000334,6.073,11.279,10.823,320.2,66.8,0.611,0.11
291,0.01089882,0.014200949,0.019856903,0.030401654,0.0002476,15.307,6.719,14.053,643,222,0.075,0.22
292,0.020122937,0.013209197,0.015214168,0.018500978,0.0002012,14.623,15.269,4.287,213.4,278,0.241,0.06
293,0.014823868,0.008057781,0.009887861,0.001659065,0.0003916,3.451,8.011,4.819,451,253.2,0.619,0.48
294,0.012968621,0.017268429,0.006097387,0.008740354,0.0001028,2.919,5.921,5.731,467.8,1.2,0.929,0.06
295,0.022451596,0.010066963,0.00119887,0.033802517,0.00029,5.769,16.903,17.169,607,367.6,0.589,0.11
296,0.007852921,0.027000356,0.018523128,0.013945607,8.44E-05,17.549,2.273,3.755,122.2,99.6,0.573,0.03
297,0.022552224,0.010101786,0.016357413,0.05957954,0.0003684,7.327,19.449,8.923,245.8,106,0.025,0.11
298,0.007559093,0.001457122,0.05548236,0.012458967,0.0002284,19.335,8.923,18.841,669.4,316.4,0.289,0.39
299,0.01004816,0.016463311,0.012256053,0.038505602,0.0002524,19.639,5.503,19.639,662.2,338,0.977,0.14
300,0.017308366,0.004480314,0.034383588,0.007604059,0.000274,18.195,13.939,19.031,571,143.6,0.965,0.13
301,0.016778192,0.016703527,0.01450248,0.00459245,0.0003988,18.043,3.033,13.141,143.8,62.8,0.493,0.03
302,0.015062747,0.005782131,0.019681752,0.011102204,9.24E-05,1.817,13.179,13.217,445,194,0.083,0.04
303,0.006831531,0.011402395,0.059870594,0.006152298,6.28E-05,6.149,17.017,18.879,496.6,169.2,0.067,0.02
304,0.015002546,0.006188562,0.011911465,0.01181505,0.000142,17.625,16.827,19.259,352.6,328.4,0.297,0.05
305,0.003528372,0.005679019,0.017179409,0.012973026,9.20E-06,12.039,10.747,16.105,339.4,155.6,0.375,0.07
306,0.014388555,0.015137786,0.01615986,0.008451989,0.0001348,18.005,14.053,14.091,301,198.8,0.249,0.02
307,0.012209614,0.015346495,0.007718841,0.021786867,2.04E-05,1.323,3.679,16.637,209.8,180.4,0.565,0.02
308,0.010189042,0.008582243,0.004758177,0.016589959,0.0003876,12.723,11.887,5.845,175,16.4,0.379,0.25
309,0.02265509,0.018082473,0.003988594,0.020302522,0.0003052,5.237,7.745,9.455,575.8,353.2,0.621,0.18
310,0.011296342,0.036875652,0.021981984,0.020584281,0.0003212,18.157,10.785,9.531,277,398.8,0.847,0.05
311,0.014331615,0.011104459,0.013660686,0.005570064,9.72E-05,16.181,17.055,13.483,188.2,127.6,0.759,0.02
312,0.019476847,0.023153533,0.022196408,0.003455077,0.0001556,17.131,1.893,19.981,511,14,0.145,0.02
313,0.012053518,0.024014573,0.019254923,0.001093828,0.000306,8.049,10.633,18.917,515.8,394,0.933,0.09
314,0.019312864,0.002242581,0.011960252,0.068847315,2.92E-05,14.395,7.859,12.761,668.2,378.8,0.813,0.02
315,0.014050329,0.007308466,0.020774421,0.010238902,0.0003028,18.765,9.037,13.787,460.6,282,0.721,0.21
316,0.007333977,0.024819719,0.001525374,0.002479742,0.0002412,4.135,13.483,9.341,513.4,261.2,0.749,0.19
317,0.01377413,0.019061552,0.00853237,0.010062112,0.0001548,10.101,18.575,7.023,503.8,6,0.523,0.11
318,0.008631003,0.017734006,0.011010096,0.013559619,0.000394,8.543,5.275,8.543,628.6,393.2,0.917,0.38
319,0.02786353,0.010596011,0.031120576,0.001932434,0.0003532,7.593,12.761,10.253,338.2,282.8,0.109,0.09
320,0.017387359,0.004323189,0.014560411,0.015606622,0.0002556,9.493,10.861,13.027,317.8,62,0.099,0.12
321,0.014022493,0.019640835,0.017907804,0.007924344,0.00037,5.085,14.965,19.107,224.2,145.2,0.737,0.03
322,0.00946396,0.014013915,0.004029833,0.010372564,0.0002868,18.727,16.181,6.529,388.6,35.6,0.799,0.26
323,0.013367705,0.007243269,0.002242586,0.000945708,0.0001948,10.139,13.293,13.901,644.2,161.2,0.763,0.19
324,0.013448329,0.021464526,0.013444216,0.014989829,0.0003732,7.859,8.809,1.741,518.2,322.8,0.233,0.68
325,0.012339798,0.011364834,0.003002261,0.029267985,7.16E-05,18.841,6.491,15.877,323.8,181.2,0.063,0.02
326,0.024416845,0.015505972,0.007120499,0.006893076,0.0001268,18.271,12.419,13.521,233.8,271.6,0.165,0.02
327,0.014078216,0.006422088,0.007160144,0.025238857,6.04E-05,10.937,11.355,17.891,520.6,326,0.211,0.03
328,0.028683667,0.017665963,0.011289731,0.010194554,5.40E-05,1.969,8.695,9.265,375.4,390,0.439,0.02
329,0.017038531,0.004121393,0.00097611,0.004354154,0.0002292,15.345,13.141,1.589,218.2,67.6,0.793,0.33
330,0.012548503,0.00992826,0.008989777,0.025533566,0.000366,6.985,18.271,10.975,524.2,249.2,0.275,0.33
331,0.017548058,0.005258757,0.013125295,0.011383746,0.0003596,11.925,1.285,1.931,251.8,3.6,0.931,0.4
332,0.018461366,0.029508199,0.030870853,0.018580811,1.64E-05,11.051,2.957,8.695,397,288.4,0.685,0.02
333,0.024117426,0.007764366,0.004718266,0.007050099,0.0001588,15.649,7.707,18.993,670.6,106.8,0.009,0.06
334,0.022256637,0.001198703,0.004917346,0.014869806,0.0003204,7.935,9.265,16.485,619,290.8,0.661,0.19
335,0.016705415,0.019387528,0.008245215,0.007128797,0.0001484,8.809,17.435,17.131,399.4,73.2,0.837,0.02
336,0.016351264,0.012415554,0.01096391,0.012816979,8.60E-05,19.943,16.865,6.947,271,0.4,0.561,0.02
337,0.011584638,0.011629783,0.015522009,0.022000429,0.0003804,1.057,10.937,4.477,671.8,158.8,0.355,0.6
338,0.01116451,0.003126397,0.007199821,0.004710872,0.0001332,2.387,5.807,12.837,543.4,267.6,0.637,0.21
339,0.013829,0.013967656,0.02808497,0.017076131,0.000182,11.089,9.151,8.049,333.4,195.6,0.867,0.08
340,0.009847787,0.017941394,0.004315915,0.005764158,3.16E-05,16.979,15.345,18.613,488.2,381.2,0.381,0.02
341,0.014706269,0.015189554,0.008491172,0.012713834,0.000222,2.121,12.077,14.281,346.6,34,0.455,0.06
342,0.015557245,0.002915932,0.019171369,0.009799848,0.0002092,10.899,2.577,5.769,326.2,38.8,0.147,0.27
343,0.008492052,0.012826855,0.01091784,0.005142009,0.0002188,19.107,7.821,2.919,448.6,219.6,0.221,0.52
344,0.011111605,0.019141842,0.029929641,0.016187584,0.000298,4.325,1.095,11.963,583,373.2,0.833,0.22
345,0.006002283,0.006222062,0.022638007,0.032534309,0.000338,6.453,16.751,2.235,149.8,133.2,0.431,0.56
346,0.021466569,0.026126551,0.010826047,0.013290088,0.0001812,13.749,1.551,12.533,491.8,186.8,0.463,0.03
347,0.01168904,0.004896399,0.009031766,0.023134786,0.0003924,13.369,5.427,12.989,661,346,0.525,0.43
348,0.013047959,0.021146806,0.032472353,0.014750836,3.60E-06,4.781,11.393,6.985,285.4,26,0.679,0.02
349,0.014445738,0.007503895,0.002490036,0.01907137,0.000126,8.277,8.163,6.035,401.8,224.4,0.159,0.18
350,0.009876654,0.018153892,0.001928102,0.011912446,0.0001004,15.725,7.783,18.043,151,332.4,0.631,0.02
351,0.02064666,0.004402194,0.013177982,0.003025355,0.0002772,10.557,11.431,15.763,640.6,254,0.807,0.17
352,0.004900348,0.038059481,0.005862282,0.005531223,7.08E-05,2.881,7.213,18.081,370.6,86,0.245,0.02
353,0.011375178,0.004672089,0.043746965,0.017730427,0.0003836,10.177,4.667,19.525,497.8,49.2,0.989,0.21
354,0.014677049,0.007569009,0.00660749,0.001422935,0.0003508,2.539,5.009,19.373,155.8,255.6,0.641,0.08
355,0.012810538,0.007862098,0.020124637,0.031410901,0.0001644,6.225,11.811,18.233,526.6,119.6,0.761,0.09
356,0.016633312,0.01073972,0.01360627,0.012408494,0.000374,14.547,17.663,7.251,471.4,344.4,0.675,0.31
357,0.013994708,0.005042902,0.004837853,0.009626858,8.20E-05,15.991,15.839,2.387,173.8,238,0.711,0.02
358,0.023091373,0.022758145,0.037222672,0.008288602,0.0003492,6.757,18.081,11.393,688.6,278.8,0.777,0.13
359,0.008527131,0.012496748,0.020215264,0.022108767,0.0002884,6.035,8.657,19.753,379,27.6,0.575,0.12
360,0.010818479,0.013694108,0.025447158,0.005181018,9.40E-05,16.751,9.227,17.397,313,13.2,0.579,0.02
361,0.024909861,0.025169044,0.017538288,0.00529791,0.00035,11.317,2.007,2.881,389.8,170,0.991,0.24
362,0.008456735,0.004038776,0.005154892,0.003112785,0.0001772,17.359,4.097,18.423,482.2,88.4,0.097,0.21
363,0.015978483,0.015944501,0.002441424,0.006307741,0.0001188,8.163,8.619,2.729,443.8,392.4,0.811,0.18
364,0.023448738,0.004822272,0.011478645,0.000357622,4.44E-05,16.447,10.025,19.487,481,287.6,0.795,0.02
365,0.025469277,0.021251264,0.011149366,0.024672912,0.0001476,15.117,19.753,12.115,659.8,51.6,0.547,0.03
366,0.022069448,0.002631065,0.005744691,0.00764393,3.32E-05,15.155,16.409,14.471,265,369.2,0.363,0.02
367,0.018231973,0.011744827,0.012009183,0.009200409,0.0002876,2.045,3.223,6.073,385,203.6,0.903,0.24
368,0.008766534,0.005294323,0.025742924,0.004234152,0.0002596,11.127,5.541,7.175,479.8,98.8,0.125,0.48
369,0.02154824,0.014295699,0.012916353,0.002287405,0.0001324,13.255,19.487,19.335,197.8,352.4,0.105,0.02
370,0.007602475,0.009415695,0.008864229,0.009583833,7.40E-05,8.087,11.621,3.527,538.6,172.4,0.235,0.26
371,0.020786216,0.015452525,0.014330104,0.025385185,0.0003956,3.071,19.221,18.195,579.4,216.4,0.745,0.1
372,0.009643201,0.041481603,0.00356987,0.027321401,0.0001508,19.373,9.113,15.079,665.8,95.6,0.571,0.04
373,0.022760309,0.01114139,0.007598485,0.011289386,0.0001748,19.221,10.253,2.121,392.2,258.8,0.839,0.22
374,0.020185644,0.010136668,0.016094668,0.016387188,0.0003484,12.343,5.845,8.733,260.2,280.4,0.029,0.18
375,0.026893382,0.008123098,0.008041769,0.006619331,4.92E-05,10.443,19.905,11.089,253,361.2,0.017,0.02
376,0.013394546,0.019304812,0.003398516,0.003327989,1.16E-05,3.147,10.291,11.127,531.4,29.2,0.995,0.02
377,0.013884049,0.00996285,0.012305881,0.00386984,0.0002332,14.585,1.703,2.653,118.6,14.8,0.091,0.06
378,0.009789792,0.015777704,0.012156856,0.009412593,0.0003364,11.507,6.757,12.153,161.8,246,0.739,0.1
379,0.007239651,0.015241593,0.01064381,0.002087877,0.0003884,12.951,4.971,14.547,465.4,382,0.413,0.31
380,0.018897009,0.023019373,0.017465685,0.011478635,0.0003092,7.517,17.929,10.291,281.8,319.6,0.485,0.05
381,0.026359869,0.01303776,0.019339068,0.00378784,7.60E-06,19.031,7.365,1.095,613,358.8,0.997,0.04
382,0.010710825,0.014732929,0.009584497,0.025836736,0.0001636,11.545,4.173,11.279,530.2,345.2,0.937,0.14
383,0.0223531,0.009146561,0.006922703,0.037968837,0.0002388,17.853,6.643,17.625,250.6,118,0.871,0.03
384,0.014474423,0.012375148,0.015398028,0.008575182,8.04E-05,3.337,4.211,7.783,124.6,202,0.207,0.02
385,0.010466043,0.015668095,0.041276869,0.014001611,0.000354,8.847,9.417,12.267,136.6,370,0.169,0.09
386,0.011662956,0.007438772,0.025594012,0.002238259,0.0003644,8.011,2.197,8.125,623.8,355.6,0.805,0.45
387,0.012131557,0.014832643,0.008697783,0.026148904,0.0001756,17.891,12.685,12.305,664.6,100.4,0.751,0.14
388,0.010411103,0.007406204,0.007041297,0.013668846,8.84E-05,4.667,1.057,17.435,632.2,304.4,0.013,0.1
389,0.014618819,0.007373631,0.018924161,0.003539053,0.0003308,8.695,18.727,7.403,135.4,110,0.599,0.1
390,0.009613591,0.007927287,0.014216344,0.021893137,0.0001468,3.793,12.457,12.191,620.2,147.6,0.901,0.18
391,0.016420859,0.014882867,0.033069152,0.008864951,0.00025,16.371,18.879,2.767,500.2,30.8,0.337,0.39
392,0.016213807,0.016114274,0.047127204,0.055198848,5.64E-05,17.283,16.561,4.895,119.8,349.2,0.969,0.05
393,0.014274912,0.005609884,0.016423938,0.012662522,0.0001052,16.903,19.373,2.615,699.4,223.6,0.343,0.43
394,0.011845365,0.013080387,0.000808943,0.006736503,0.0002068,18.955,17.777,15.649,190.6,54.8,0.715,0.02
395,0.011975479,0.029178548,0.004678303,0.018823561,0.0003524,9.645,2.045,3.717,322.6,91.6,0.403,0.27
396,0.015912396,0.002969816,0.007239529,0.018032796,0.0003828,5.807,17.967,5.997,449.8,46.8,0.357,0.47
397,0.015716994,0.002861111,0.014735661,0.008085687,1.08E-05,12.761,10.063,10.025,349,179.6,0.951,0.02
398,0.015879535,0.006587667,0.015336463,0.016865467,0.000138,10.063,1.969,10.937,201.4,396.4,0.131,0.07
399,0.005035058,0.023571361,0.014047387,0.006541325,4.76E-05,13.977,5.997,2.083,634.6,310,0.429,0.09
400,0.015684827,0.011668028,0.006371835,0.010018163,0.0001892,12.419,15.307,15.003,625,46,0.393,0.12
401,0.01331412,0.027737434,0.012355863,0.006502352,0.000146,7.631,19.411,9.835,447.4,82.8,0.713,0.03
402,0.011270021,0.015613753,0.008656335,0.004513248,7.00E-05,15.839,2.919,6.681,275.8,156.4,0.821,0.02
403,0.016526381,0.01144005,0.011431224,0.005063913,0.0001316,17.967,19.335,8.163,129.4,125.2,0.583,0.02
404,0.016045068,0.002019027,0.039324183,0.021681598,1.56E-05,5.047,3.109,6.187,603.4,382.8,0.983,0.02
405,0.00993414,0.010241686,0.022751201,0.010688186,0.0002836,9.075,15.649,2.691,563.8,34.8,0.963,0.5
406,0.017507535,0.008846674,0.011383932,0.004314222,0.0003948,1.019,14.737,5.465,697,315.6,0.693,0.48
407,0.015846794,0.018371806,0.013020467,0.019496311,0.000278,18.651,3.869,15.725,553,98,0.549,0.11
408,0.013127519,0.00399702,0.002774018,0.019410084,0.0003116,8.239,12.229,2.425,296.2,363.6,0.119,0.68
409,0.009702122,0.009079673,0.009757324,0.018264616,0.0003772,2.425,14.129,4.553,295,391.6,0.489,0.5
410,0.014764922,0.006653659,0.007358853,0.029932776,5.00E-05,3.831,16.675,15.155,362.2,148.4,0.205,0.02
411,0.013637696,0.021357156,0.008163678,0.027145582,0.0001804,6.301,11.963,14.395,501.4,254.8,0.137,0.07
412,0.029173757,0.006916511,0.00915817,0.003910684,5.88E-05,7.783,4.249,10.785,121,102.8,0.003,0.02
413,0.014853454,0.008813519,0.009670739,0.003951428,2.52E-05,18.423,3.831,18.385,490.6,78,0.593,0.02
414,0.014942672,0.014153886,0.019005998,0.002336105,0.0002276,5.959,6.453,19.867,412.6,76.4,0.285,0.05
415,0.013287374,0.005470586,0.019088397,0.009756465,0.0002028,10.671,7.023,17.967,283,388.4,0.551,0.1
416,0.012001493,0.012334868,0.008450033,0.022782042,0.0003748,6.909,17.359,15.801,587.8,115.6,0.203,0.25
417,0.007893173,0.031934268,0.006725537,0.0112424,8.76E-05,15.915,6.035,1.171,436.6,234,0.441,0.06
418,0.009554062,0.003912559,0.002586092,0.00849299,0.0003604,8.201,3.185,13.711,196.6,135.6,0.577,0.23
419,0.012287707,0.019991411,0.013283909,0.010733719,0.0003468,5.161,10.975,10.215,694.6,30,0.411,0.29
420,0.005843946,0.003695259,0.005587783,0.030644572,6.80E-06,7.175,10.443,1.513,289,165.2,0.037,0.07
421,0.017427189,0.014782665,0.009285243,0.008207265,0.000322,7.897,19.715,11.507,261.4,77.2,0.817,0.07
422,0.010076477,0.009893726,0.013390589,0.015480951,0.000386,5.693,15.801,16.295,284.2,164.4,0.195,0.18
423,0.00906065,0.003514078,0.006489599,0.026972697,0.0002748,13.445,16.979,15.307,508.6,126,0.755,0.29
424,0.013801543,0.0077318,0.008947858,0.002802836,0.0003708,14.015,8.505,5.237,206.2,383.6,0.473,0.37
425,0.01257464,0.010812028,0.002911765,0.013183646,5.48E-05,2.615,2.729,7.441,656.2,238.8,0.719,0.07
426,0.018054226,0.008155777,0.013825156,0.002620088,2.00E-06,5.313,6.415,1.437,256.6,342.8,0.859,0.02
427,0.007771201,0.01617155,0.001586064,0.014632895,0.000198,14.813,17.815,1.209,101.8,250,0.775,0.02
428,0.009092505,0.030609187,0.010463313,0.006229997,0.0001716,5.009,14.851,17.473,244.6,136.4,0.143,0.02
429,0.020060952,0.014060372,0.032766252,0.010283353,0.0001444,4.477,14.623,4.629,548.2,374,0.669,0.15
430,0.018651155,0.018671366,0.011669646,0.040327365,7.72E-05,2.995,7.897,12.609,394.6,281.2,0.153,0.02
431,0.006603888,0.016887925,0.012206379,0.015418561,0.0002156,3.755,17.739,14.927,416.2,395.6,0.305,0.15
432,0.002863594,0.013649163,0.009413013,0.000692559,0.0001164,11.621,3.945,14.661,453.4,141.2,0.865,0.12
433,0.017114611,0.014107028,0.002035453,0.008823349,0.0001092,1.665,5.389,16.789,550.6,202.8,0.479,0.03
434,0.015123283,0.01387572,0.007920316,0.007884138,1.00E-05,7.137,6.909,8.239,358.6,276.4,0.659,0.02
435,0.007042368,0.01947109,0.016693518,0.009669971,1.72E-05,18.309,11.773,12.685,505,364.4,0.005,0.02
436,0.017467246,0.004162276,0.002392396,0.01915514,0.000106,3.185,12.951,7.327,629.8,70,0.853,0.15
437,0.010737799,0.008714234,0.015710161,0.010417328,0.000162,4.629,1.399,10.747,241,187.6,0.765,0.09
438,0.004177048,0.004362806,0.013498037,0.001360683,0.0003156,18.499,15.193,13.331,316.6,350,0.717,0.41
439,0.013529264,0.012016989,0.02447206,0.020873162,0.0001492,4.743,17.891,5.313,373,313.2,0.973,0.13
440,0.008898981,0.013739234,0.016761806,0.015926168,0.0001972,14.737,6.187,3.489,293.8,45.2,0.019,0.28
441,0.019101245,0.02386381,0.021876288,0.006853893,0.0002652,12.191,19.563,8.505,165.4,2,0.333,0.02
442,0.008561978,0.008780395,0.006214966,0.012509605,0.0002564,2.007,12.039,6.111,487,228.4,0.445,0.45
443,0.006482391,0.014487774,0.007799294,0.007405346,2.76E-05,3.641,9.341,11.355,105.4,251.6,0.747,0.02
444,0.015032605,0.010032201,0.001127518,0.034504187,0.0002668,2.577,11.203,13.749,578.2,162,0.155,0.21
445,0.015368974,0.007536453,0.028467151,0.012059646,0.0002436,4.819,17.397,19.183,109,31.6,0.465,0.02
446,0.006149847,0.005151376,0.00664682,0.02884786,2.60E-05,5.503,7.555,9.607,189.4,8.4,0.869,0.03
447,0.005382464,0.013339433,0.008822518,0.007843983,9.16E-05,11.583,2.767,2.501,557.8,335.6,0.069,0.46
448,0.009155768,0.019814215,0.027016449,0.01511093,0.0002612,18.385,4.515,4.439,178.6,68.4,0.059,0.1
449,0.014531984,0.030221332,0.003612326,0.033469749,0.0001356,18.803,1.209,19.221,615.4,105.2,0.263,0.02
450,0.019645717,0.013515391,0.014913154,0.005336834,0.0001044,14.243,10.177,6.567,519.4,286.8,0.007,0.06
451,0.01925923,0.00961938,0.002140179,0.011431124,0.0001116,13.673,9.531,17.207,645.4,97.2,0.891,0.04
452,0.008996472,0.01253754,0.023701154,0.041022574,0.0001284,16.067,17.093,12.723,485.8,134,0.467,0.08
453,0.017881207,0.006255513,0.017611316,0.004153787,1.20E-06,8.999,18.537,6.301,266.2,312.4,0.341,0.02
454,0.007933038,0.009046284,0.010107252,0.022218171,0.0003588,19.601,19.981,10.367,292.6,338.8,0.783,0.28
455,0.030412998,0.039530565,0.009498591,0.024952122,0.0003316,10.861,15.079,2.539,473.8,239.6,0.651,0.17
456,0.01350225,0.006488429,0.007638562,0.01201043,0.0001852,8.467,16.599,12.457,386.2,229.2,0.829,0.13
457,0.009991304,0.005713466,0.005548526,0.023015938,0.0003196,13.103,12.381,14.585,675.4,12.4,0.087,0.39
458,0.013856502,0.008913078,0.037706253,0.013236771,0.0001292,18.917,18.651,9.987,217,18.8,0.681,0.02
459,0.005580674,0.015888578,0.015584432,0.023499306,0.0003044,2.235,13.369,3.831,221.8,39.6,0.789,0.27
460,0.014134145,0.003869829,0.004798039,0.011670035,0.0002316,13.293,16.143,15.231,131.8,175.6,0.317,0.05
461,0.02457485,0.012214769,0.023952092,0.006268863,0.000242,17.473,15.877,10.329,638.2,53.2,0.045,0.14
462,0.016741718,0.00269035,0.003311838,0.005841769,0.0002988,11.279,3.071,10.861,555.4,142,0.823,0.29
463,0.010845296,0.018825252,0.00037248,0.02048959,0.0003284,15.611,8.201,6.795,146.2,190,0.231,0.11
464,0.013154091,0.008253907,0.010780321,0.021270137,0.0002428,9.189,7.441,9.493,610.6,218.8,0.161,0.33
465,0.015620822,0.016229177,0.014387329,0.005102974,4.20E-05,4.249,13.445,6.491,314.2,327.6,0.453,0.02
466,0.015781665,0.001567399,0.045857126,0.029484759,6.12E-05,13.521,3.983,6.605,683.8,171.6,0.491,0.12
467,0.012995043,0.021043739,0.017038675,0.01579741,4.28E-05,18.461,16.257,15.953,641.8,84.4,0.401,0.02
