"bMF" "bMM" "bMJA" "bMJB" "surv" "delay_f" "m_growth" "delay_j" "mean_hatch" "diff_hatch" "P2" "LHSresults"
"119" 0.0182771898401934 0.0136491629467042 0.0183663649946794 0.0179564970391862 0.0001692 10.367 12.571 8.353 421 48.4 0.677 0.01
"120" 0.0122616706478499 0.00779693750937622 0.00407097310844712 0.00129685815334382 0.0003692 8.885 9.379 8.885 140.2 62 0.321 0.14
"121" 0.0133141195866782 0.0142956992709824 0.0226380073633504 0.0241354576559317 0.000338 1.171 8.885 4.059 457 3.6 0.791 0.37
"122" 0.0140224934836605 0.021357156193332 0.0286637004793208 0.0039920778476951 1.96e-05 14.927 3.717 10.215 483.4 114 0.699 0
"123" 0.0209296712943082 0.00493323708493954 0.00574469075369042 0.0130779641251318 0.000206 7.479 18.119 8.619 181 247.6 0.129 0.01
"124" 0.00866519251300853 0.00346760878552302 0.00427530160395596 0.00638553852542729 0.0003596 9.645 19.107 19.943 259 92.4 0.581 0.2
"125" 0.0151841642000705 0.0108846482118605 0.00688322318486074 0.00869896074886934 0.0003012 15.877 19.563 8.657 601 380.4 0.779 0.29
"126" 0.0158141714302357 0.00052993337186383 0.0126590996075721 0.00370539789442558 1.2e-06 12.609 15.345 13.255 104.2 174.8 0.391 0
"127" 0.0215482403157778 0.0179413941533287 0.00300226137444673 0.0082072650362407 0.0002244 17.815 9.341 16.219 493 209.2 0.447 0.03
"128" 0.0112436785707159 0.0147329292900874 0.0133905891359429 0.0161875836176558 0.0002332 9.911 16.371 2.425 243.4 73.2 0.963 0.02
"129" 0.0194216602731642 0.00645527762702264 0.0086149506039074 0.00740534605774815 0.0003668 12.115 1.779 18.499 248.2 353.2 0.135 0.12
"130" 0.0165975078506978 0.0028052892255977 0.00840895451706571 0.00837017396277969 0.000122 9.265 7.707 15.155 257.8 302.8 0.469 0.01
"131" 0.00961359074281136 0.0122947129087162 0.00318042018820245 0.0133973041003673 0.0002828 12.457 1.247 18.195 374.2 180.4 0.225 0.16
"132" 0.0138290002116402 0.00632227391048578 0.00152537360465924 0.0237492934641235 0.0002988 2.197 14.205 2.919 411.4 44.4 0.277 0.57
"133" 0.0119494626383304 0.0172684292733445 0.00621496571132297 0.0202101182671151 0.0002876 12.267 2.615 14.281 334.6 343.6 0.299 0.14
"134" 0.0247390074152093 0.00237929989284871 0.0123058808696778 0.0212701369832378 0.0002652 4.173 7.479 2.881 410.2 42 0.887 0.34
"135" 0.0223531000725391 0.0134270756325916 0.0187621433995945 0.0163871875860848 0.0003364 14.053 9.493 1.627 237.4 197.2 0.655 0.33
"136" 0.00699103870961292 0.0143433921382193 0.0253023009333693 0.0297062820712382 0.0001892 1.931 9.987 12.837 689.8 262 0.917 0.21
"137" 0.0228680049972516 0.0285645053299094 0.0198569032441164 0.00549237136029211 5.56e-05 5.389 16.637 16.561 307 19.6 0.375 0
"138" 0.0101047225709932 0.0114023946676718 0.0228655627444669 0.0228983657891891 0.0002572 4.059 4.401 2.007 121 296.4 0.939 0.31
"139" 0.00902863988149169 0.0216838861950721 0.00937034404121312 0.00136068256664913 0.0003092 19.867 16.865 7.517 297.4 221.2 0.255 0.17
"140" 0.0107647318126346 0.0182259123744225 0.00272752032703041 0.00391068360816697 6.12e-05 15.307 15.953 9.075 699.4 70 0.163 0.01
"141" 0.00852713055360515 0.00511534453258271 0.0131252949623349 0.00154333546549327 0.0001452 12.153 1.551 9.683 238.6 322 0.891 0.17
"142" 0.0185555303778798 0.00792728685769894 0.00158606379473863 0.0211695797653758 1.48e-05 3.641 1.741 12.153 527.8 324.4 0.087 0
"143" 0.0137741296256846 0.0350285143581067 0.00198212741475753 0.0163203069418085 7.8e-05 11.963 12.761 14.205 607 398 0.649 0
"144" 0.0146188194483711 0.0225057888472542 0.0130727907264788 0.0199372676996848 0.0003164 9.569 10.671 15.231 428.2 6 0.373 0.08
"145" 0.0120535175228786 0.0193048117350512 0.0153364628423048 0.00572534972251287 0.0003676 11.735 8.049 14.737 137.8 102.8 0.533 0
"146" 0.0124962647089304 0.00436280624170249 0.0164239377090499 0.00988689116671903 0.0002364 19.145 17.283 16.181 614.2 31.6 0.461 0.22
"147" 0.0162138073023241 0.00588458836270482 0.00808235387245066 0.0231347863057124 0.000374 17.321 3.565 15.535 502.6 268.4 0.487 0.25
"148" 0.0064194120175807 0.00658766691334609 0.0243397084514789 0.0204895895502949 0.000394 8.505 9.265 12.571 499 45.2 0.353 0.44
"149" 0.00981883321654388 0.036875652417076 0.0090317662879333 0.0126625215131159 0.0002724 3.983 13.445 19.107 335.8 170 0.625 0.01
"150" 0.00976066116103109 0.0198142147656627 0.009498590916031 0.0165220092235526 0.0003884 14.661 16.409 2.501 175 136.4 0.157 0.32
"151" 0.0244168445310927 0.0135598067521969 0.00503628049405428 0.00486814644089663 0.0003876 10.937 1.931 15.041 625 356.4 0.801 0.17
"152" 0.00538246432664132 0.00694926152272642 0.0184444936493269 0.00560889541490128 4.12e-05 17.435 5.959 15.991 124.6 284.4 0.757 0
"153" 0.0111645098291938 0.00209641454099507 0.0105985258044702 0.00439401939588867 0.0003604 19.335 7.631 3.907 364.6 354.8 0.367 0.67
"154" 0.00793303755136006 0.00825390728045029 0.0110563995137105 0.00315619574099574 0.000198 14.091 2.159 18.803 305.8 293.2 0.947 0.12
